name,ticker_symbol,sector,city,state,date,open,high,low,close,volume,closing_price
Apache Corporation,APA,Energy,Houston,Texas,2011-08-02,122.61,124.05,119.96,120.02,2992500,119.82
Apache Corporation,APA,Energy,Houston,Texas,2011-08-01,125.7,125.95,122.63,124.06,2525300,123.85
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-28,134.4,135.41,130.94,133.09,930900,133.09
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-27,130.61,136.4,130.28,135.64,1199100,135.64
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-26,128.26,128.43,125.51,128.04,1074400,128.04
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-25,126.02,128.12,124.81,127.03,1292900,127.03
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-24,124.61,128.06,124.1,127.1,820100,127.1
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-21,121.72,124.5,121.24,124.45,864000,124.45
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-20,121.17,121.69,118.34,120.49,912300,120.49
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-19,120.2,122.4,120.04,120.83,974900,120.83
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-18,117.46,121.05,116.86,120.73,1219600,120.73
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-17,120.31,120.66,116.91,117.22,992200,117.22
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-14,120.83,122.23,119.94,121.83,663100,121.83
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-13,119.43,120.25,117.33,119.13,678100,119.13
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-12,119.32,121.98,118.22,120.11,940800,120.11
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-11,122.07,122.07,117.78,118.5,766600,118.5
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-10,117.95,121.22,117.72,121.1,1159900,121.1
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-07,120.08,120.55,115.74,115.97,1118000,115.97
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-06,114.88,118.95,114.19,118.86,1046600,118.86
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-05,116.67,116.8,110,115.55,1174300,115.55
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-04,109.4,117.41,107.54,116.99,1300000,116.99
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-10-03,114.3,116.69,110.74,110.78,1384800,110.78
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-30,116.84,118.44,114.01,114.05,1034600,114.05
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-29,119.3,119.32,116.61,118.4,793300,118.4
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-28,118.89,120.48,116.71,117.06,1311400,117.06
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-27,120.65,121.52,119.54,120.25,1616200,119.36
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-26,118.4,118.76,116.29,118.53,1080300,117.65
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-23,114.51,117.55,114.27,117.35,1278300,116.48
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-22,115.67,117.62,113.25,115.28,2295900,114.42
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-21,125.31,126.76,118.53,118.75,2283800,117.87
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-20,127,127.71,125.84,126.12,739500,125.18
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-19,128.3,128.34,126.22,126.29,1470100,125.35
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-16,130.64,131.24,127.66,130.18,1888000,129.21
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-15,131.23,131.54,129.15,130.14,1138700,129.17
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-14,133.77,133.89,129.53,130.4,1736900,129.43
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-13,134.5,134.71,131.99,133.26,928300,132.27
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-12,130.68,133.74,130.68,133.72,892300,132.73
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-09,135.02,136.12,131.74,132.32,893000,131.34
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-08,135.99,137.93,135.13,136.64,851200,135.63
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-07,134.22,136.69,132.31,136.44,1305900,135.43
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-06,130.65,135.26,130.65,133.32,1679000,132.33
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-02,131.59,135.2,130.6,134.36,1293200,133.36
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-09-01,136.42,136.66,134,134.56,1255100,133.56
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-31,136.17,136.95,134.6,136.38,1601800,135.37
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-30,134.13,135.61,131.17,134.8,925800,133.8
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-29,132.04,133.8,131.59,133.69,895800,132.7
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-26,127.73,130.6,124.62,130.59,915300,129.62
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-25,132.08,133.81,127.23,128.65,1027300,127.69
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-24,128.43,131.24,127.4,131.07,1170300,130.1
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-23,126.65,128.95,125.63,128.88,990300,127.92
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-22,127.82,128,124.59,126.57,1342500,125.63
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-19,127.82,128.73,124.95,125.5,1934600,124.57
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-18,125.78,128.58,125.26,128.18,5223300,127.23
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-17,133.62,135.22,132.41,133.5,732900,132.51
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-16,131.15,133.95,130.23,132.89,1078400,131.9
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-15,130.16,132.79,129.98,132.4,1331500,131.42
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-12,132.24,134.14,128.77,129.3,1057200,128.34
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-11,126.3,133.31,125.54,131.09,1550700,130.12
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-10,122.63,131.68,122.59,125.67,3243400,124.74
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-09,118.27,125.71,117.4,125.57,3101200,124.64
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-08,119.32,121.01,115.91,116.35,2997700,115.49
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-05,125.14,125.14,120.5,121.46,1518200,120.56
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-04,126.8,127.86,123.58,123.65,1590900,122.73
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-03,129.7,129.97,125.06,128.3,1219900,127.35
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-02,132.36,133.57,129.17,129.39,880200,128.43
AvalonBay Communities, Inc.,AVB,Financials,Arlington,Virginia[1],2011-08-01,135.71,135.79,132.24,132.84,1070600,131.85
Franklin Resources,BEN,Financials,San Mateo,California,2011-10-28,108.6,112.38,107.88,110.92,2749800,110.92
Franklin Resources,BEN,Financials,San Mateo,California,2011-10-27,106.18,110.68,105.29,108.24,4110600,108.24
Franklin Resources,BEN,Financials,San Mateo,California,2011-10-26,104.1,104.1,99.13,100.85,1997400,100.85
Franklin Resources,BEN,Financials,San Mateo,California,2011-10-25,104.36,104.36,100.82,101.04,1699100,101.04
Franklin Resources,BEN,Financials,San Mateo,California,2011-10-24,103.8,106.72,103.37,106.27,1320500,106.27
Franklin Resources,BEN,Financials,San Mateo,California,2011-10-21,101.37,103.59,100.75,103.53,1088300,103.53
Franklin Resources,BEN,Financials,San Mateo,California,2011-10-20,99.24,100.67,98.3,100.03,1540700,100.03
Franklin Resources,BEN,Financials,San Mateo,California,2011-10-19,101.69,102.29,99.7,100.29,1394000,100.29
Franklin Resources,BEN,Financials,San Mateo,California,2011-10-18,98.28,103.34,97.05,102.17,1508300,102.17
Franklin Resources,BEN,Financials,San Mateo,California,2011-10-14,99.53,102.15,99.11,101.12,1806900,101.12
Franklin Resources,BEN,Financials,San Mateo,California,2011-09-29,100.24,101.18,98.12,100.51,1542000,100.51
Franklin Resources,BEN,Financials,San Mateo,California,2011-09-27,104.78,105.28,101,101.74,1979400,101.49
Franklin Resources,BEN,Financials,San Mateo,California,2011-09-26,99.78,101.73,97.41,101.6,2080000,101.35
Franklin Resources,BEN,Financials,San Mateo,California,2011-09-21,115.08,115.99,110.64,110.67,1277500,110.4
Franklin Resources,BEN,Financials,San Mateo,California,2011-09-20,116.28,118.17,115.17,115.3,1327300,115.02
Franklin Resources,BEN,Financials,San Mateo,California,2011-09-19,117,117,114.02,115.66,1384400,115.38
Franklin Resources,BEN,Financials,San Mateo,California,2011-09-16,120.04,120.88,116.94,119.33,1412300,119.04
Franklin Resources,BEN,Financials,San Mateo,California,2011-09-15,117.24,120.25,116.03,120.07,1487100,119.77
Franklin Resources,BEN,Financials,San Mateo,California,2011-09-14,114.4,117.14,111.92,115.49,1638700,115.21
Franklin Resources,BEN,Financials,San Mateo,California,2011-09-13,112,114.38,109.21,113.77,1581700,113.49
Franklin Resources,BEN,Financials,San Mateo,California,2011-09-12,110.2,113.14,109.32,113.12,1083600,112.84
Franklin Resources,BEN,Financials,San Mateo,California,2011-09-09,113.17,113.61,111,111.69,1436900,111.42
Franklin Resources,BEN,Financials,San Mateo,California,2011-09-08,114.74,115.84,113.34,114.31,1157400,114.03
Franklin Resources,BEN,Financials,San Mateo,California,2011-09-07,113.7,115.83,112.52,115.74,1384600,115.46
Franklin Resources,BEN,Financials,San Mateo,California,2011-09-06,109.82,112.22,108.94,112.05,997700,111.77
Franklin Resources,BEN,Financials,San Mateo,California,2011-09-02,116.4,117.62,113.06,113.71,1244600,113.43
Franklin Resources,BEN,Financials,San Mateo,California,2011-09-01,119.77,120.34,117.86,118.12,976600,117.83
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-31,119.85,121.35,118.71,119.92,791500,119.63
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-30,118.58,120.51,117.51,118.53,1317800,118.24
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-29,117.5,119.46,117.38,119.27,967800,118.98
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-26,113.97,116.75,111.41,115.84,1180100,115.56
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-25,117.88,120,114.1,115.16,1514000,114.88
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-24,114.24,117.32,113.08,116.82,1531100,116.53
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-23,112.72,115.05,110.62,115.05,2024500,114.77
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-22,114.22,114.83,111.11,112.4,1695100,112.12
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-19,109.24,113.46,108.37,110.63,2541600,110.36
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-18,111.46,111.55,108.36,109.72,2825700,109.45
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-17,114.75,115.95,114.39,115.75,1324300,115.47
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-16,113.55,116.27,113.4,114.74,1340700,114.46
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-15,116.8,117,114.45,115.92,1434400,115.64
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-12,117.2,118.31,114.64,115.68,1073600,115.4
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-11,110.76,117.2,109.01,115.66,1574400,115.38
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-10,111.42,113.1,108.36,109.44,2690000,109.17
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-09,109.53,115.4,106.58,115.32,2449600,115.04
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-08,112.78,115.55,106.2,106.63,2816000,106.37
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-05,119.81,120.38,113.06,117.66,2189000,117.37
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-04,122.78,123.39,117.28,117.56,1363100,117.27
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-03,122.65,125.21,121,124.9,1041900,124.59
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-02,125.51,127.82,122.14,122.33,1590500,122.03
Franklin Resources,BEN,Financials,San Mateo,California,2011-08-01,128.47,129.16,125.12,126.44,1436300,126.13
BIOGEN IDEC Inc.,BIIB,Health Care,Weston,Massachusetts,2011-10-28,117.74,120.66,116.55,118.72,2143300,118.72
BIOGEN IDEC Inc.,BIIB,Health Care,Weston,Massachusetts,2011-10-27,118.5,118.7,114.87,117.74,3483400,117.74
BIOGEN IDEC Inc.,BIIB,Health Care,Weston,Massachusetts,2011-10-26,115.93,119.75,114.28,116.92,5169800,116.92
BIOGEN IDEC Inc.,BIIB,Health Care,Weston,Massachusetts,2011-10-25,109.46,109.85,106.6,106.87,2103700,106.87
BIOGEN IDEC Inc.,BIIB,Health Care,Weston,Massachusetts,2011-10-24,108.63,109.96,106.93,109.52,2287800,109.52
BIOGEN IDEC Inc.,BIIB,Health Care,Weston,Massachusetts,2011-10-21,104.71,108.96,103.74,108.84,4402500,108.84
BIOGEN IDEC Inc.,BIIB,Health Care,Weston,Massachusetts,2011-10-20,102.76,104.25,99.08,101.67,1608300,101.67
BIOGEN IDEC Inc.,BIIB,Health Care,Weston,Massachusetts,2011-10-19,103.08,103.96,101.37,102.08,1646300,102.08
BIOGEN IDEC Inc.,BIIB,Health Care,Weston,Massachusetts,2011-10-18,101.66,103.08,100.53,102.64,1345400,102.64
BIOGEN IDEC Inc.,BIIB,Health Care,Weston,Massachusetts,2011-10-17,102.48,103.07,101.12,101.43,1230600,101.43
BIOGEN IDEC Inc.,BIIB,Health Care,Weston,Massachusetts,2011-10-14,102.05,103.1,99.71,103.08,2081400,103.08
BIOGEN IDEC Inc.,BIIB,Health Care,Weston,Massachusetts,2011-10-13,98.46,102.31,98.11,101.32,2194800,101.32
BIOGEN IDEC Inc.,BIIB,Health Care,Weston,Massachusetts,2011-10-10,101.03,101.2,99.95,100.68,1576700,100.68
BIOGEN IDEC Inc.,BIIB,Health Care,Weston,Massachusetts,2011-10-07,99.92,100.77,98.24,100.01,2051000,100.01
BIOGEN IDEC Inc.,BIIB,Health Care,Weston,Massachusetts,2011-09-20,100.05,101.76,99.39,100.26,1462900,100.26
BIOGEN IDEC Inc.,BIIB,Health Care,Weston,Massachusetts,2011-09-16,100,102.01,99.57,100.89,3524400,100.89
BIOGEN IDEC Inc.,BIIB,Health Care,Weston,Massachusetts,2011-08-01,105.91,105.98,101.88,102.9,2898800,102.9
Blackrock,BLK,Financials,New York,New York,2011-10-28,169.1,170.8,165.23,169.78,939300,169.78
Blackrock,BLK,Financials,New York,New York,2011-10-27,159.97,170.42,159.66,169.12,1933400,169.12
Blackrock,BLK,Financials,New York,New York,2011-10-26,153.23,155.25,151.42,154.37,963700,154.37
Blackrock,BLK,Financials,New York,New York,2011-10-25,158.23,158.23,149.93,150.38,915900,150.38
Blackrock,BLK,Financials,New York,New York,2011-10-24,155.7,158.34,154.13,157.48,776400,157.48
Blackrock,BLK,Financials,New York,New York,2011-10-21,154.51,155.75,152.15,154.32,941300,154.32
Blackrock,BLK,Financials,New York,New York,2011-10-20,149.04,153.51,146.53,152.16,1160300,152.16
Blackrock,BLK,Financials,New York,New York,2011-10-19,153,154,148.06,148.92,1540800,148.92
Blackrock,BLK,Financials,New York,New York,2011-10-18,151.02,157.76,150.28,156.3,1155200,156.3
Blackrock,BLK,Financials,New York,New York,2011-10-17,154.25,155.37,150.25,150.73,619700,150.73
Blackrock,BLK,Financials,New York,New York,2011-10-14,154.05,159.49,154.05,155.91,1061300,155.91
Blackrock,BLK,Financials,New York,New York,2011-10-13,155.53,155.53,149.52,153.65,1038100,153.65
Blackrock,BLK,Financials,New York,New York,2011-10-12,154.49,160.19,154.33,156,1219000,156
Blackrock,BLK,Financials,New York,New York,2011-10-11,153.45,155.44,152.02,153.06,776200,153.06
Blackrock,BLK,Financials,New York,New York,2011-10-10,152.88,156.72,150.93,155.25,1081400,155.25
Blackrock,BLK,Financials,New York,New York,2011-10-07,152.35,153,147.69,147.78,1009800,147.78
Blackrock,BLK,Financials,New York,New York,2011-10-06,150.47,152.19,145.3,151.67,781000,151.67
Blackrock,BLK,Financials,New York,New York,2011-10-05,147.52,151.14,145.51,150.49,869300,150.49
Blackrock,BLK,Financials,New York,New York,2011-10-04,140.06,147.57,137,147.2,1278900,147.2
Blackrock,BLK,Financials,New York,New York,2011-10-03,146.81,148.7,141.43,141.77,1041900,141.77
Blackrock,BLK,Financials,New York,New York,2011-09-30,149.36,151.57,147.61,148.01,1095600,148.01
Blackrock,BLK,Financials,New York,New York,2011-09-29,152.73,152.78,148.07,151.66,1147400,151.66
Blackrock,BLK,Financials,New York,New York,2011-09-28,157.72,157.72,148.26,148.55,952700,148.55
Blackrock,BLK,Financials,New York,New York,2011-09-27,153.9,157.75,151.14,152.49,1188000,152.49
Blackrock,BLK,Financials,New York,New York,2011-09-26,148.01,150.64,144.68,150.35,872500,150.35
Blackrock,BLK,Financials,New York,New York,2011-09-23,143.56,147.88,142.79,147.63,770800,147.63
Blackrock,BLK,Financials,New York,New York,2011-09-22,142.66,145.45,140.22,144.75,1301400,144.75
Blackrock,BLK,Financials,New York,New York,2011-09-21,155.39,156.83,147.21,147.22,895800,147.22
Blackrock,BLK,Financials,New York,New York,2011-09-20,157.54,159.42,155.34,155.58,702200,155.58
Blackrock,BLK,Financials,New York,New York,2011-09-19,156.5,157.72,154.5,156.25,714100,156.25
Blackrock,BLK,Financials,New York,New York,2011-09-16,159.98,161.89,157.71,160.88,1152900,160.88
Blackrock,BLK,Financials,New York,New York,2011-09-15,154.23,159.46,153.5,159.18,1009800,159.18
Blackrock,BLK,Financials,New York,New York,2011-09-14,153,154.32,149.1,152.3,1101800,152.3
Blackrock,BLK,Financials,New York,New York,2011-09-13,153.36,153.68,150.07,151.22,1192300,151.22
Blackrock,BLK,Financials,New York,New York,2011-09-12,149.26,152.05,148.1,151.3,939700,151.3
Blackrock,BLK,Financials,New York,New York,2011-09-09,154.49,154.94,150.08,151.07,879100,151.07
Blackrock,BLK,Financials,New York,New York,2011-09-08,157.75,158.31,155.52,155.86,909800,155.86
Blackrock,BLK,Financials,New York,New York,2011-09-07,154.81,159.02,154.23,158.91,924700,158.91
Blackrock,BLK,Financials,New York,New York,2011-09-06,150.25,152.62,148.9,152.41,1055400,152.41
Blackrock,BLK,Financials,New York,New York,2011-09-02,160.19,161.07,155.05,156.04,769100,156.04
Blackrock,BLK,Financials,New York,New York,2011-09-01,164.72,166.4,162.15,162.68,814200,162.68
Blackrock,BLK,Financials,New York,New York,2011-08-31,166.57,167.34,163.07,164.75,1460800,164.75
Blackrock,BLK,Financials,New York,New York,2011-08-30,167.25,168.94,165.64,167,627400,165.62
Blackrock,BLK,Financials,New York,New York,2011-08-29,163.77,168.29,163,168.18,594300,166.8
Blackrock,BLK,Financials,New York,New York,2011-08-26,158.05,163.01,154.58,160.99,742600,159.66
Blackrock,BLK,Financials,New York,New York,2011-08-25,165.22,167.97,157.01,158.64,1036700,157.33
Blackrock,BLK,Financials,New York,New York,2011-08-24,158.35,163.73,156.76,163.73,707600,162.38
Blackrock,BLK,Financials,New York,New York,2011-08-23,153.3,159.44,150.24,159.41,1118000,158.1
Blackrock,BLK,Financials,New York,New York,2011-08-22,155.24,156.47,151.48,152.17,1197200,150.92
Blackrock,BLK,Financials,New York,New York,2011-08-19,150.25,156.04,150,151.33,1195500,150.08
Blackrock,BLK,Financials,New York,New York,2011-08-18,157.76,157.76,150.5,152.28,1029400,151.03
Blackrock,BLK,Financials,New York,New York,2011-08-17,162.33,164.68,159.38,161.18,867500,159.85
Blackrock,BLK,Financials,New York,New York,2011-08-16,160.16,164.81,158.91,161.16,874900,159.83
Blackrock,BLK,Financials,New York,New York,2011-08-15,162.63,165.64,162.01,165.14,782900,163.78
Blackrock,BLK,Financials,New York,New York,2011-08-12,167.06,168.5,159.91,161.07,947800,159.74
Blackrock,BLK,Financials,New York,New York,2011-08-11,150.05,164.52,148.67,161.98,1968300,160.65
Blackrock,BLK,Financials,New York,New York,2011-08-10,151.56,155.12,145.87,148.06,1944200,146.84
Blackrock,BLK,Financials,New York,New York,2011-08-09,150.02,156.69,144.64,156.54,2030800,155.25
Blackrock,BLK,Financials,New York,New York,2011-08-08,154.03,159.74,145.14,145.25,1855300,144.05
Blackrock,BLK,Financials,New York,New York,2011-08-05,165.64,167.56,157,161.58,1897300,160.25
Blackrock,BLK,Financials,New York,New York,2011-08-04,170.88,172.68,162.88,163.25,1276000,161.91
Blackrock,BLK,Financials,New York,New York,2011-08-03,174.61,176.71,169.54,173.45,1490600,172.02
Blackrock,BLK,Financials,New York,New York,2011-08-02,179.52,179.52,173.95,174.49,1141800,173.05
Blackrock,BLK,Financials,New York,New York,2011-08-01,181.4,181.5,175.09,178.36,978800,176.89
Boston Properties,BXP,Financials,Boston,Massachusetts,2011-09-16,102.84,103.92,101.52,102.5,1753700,101.95
Boston Properties,BXP,Financials,Boston,Massachusetts,2011-09-15,101.41,102.78,100.42,102.76,1283400,102.21
Boston Properties,BXP,Financials,Boston,Massachusetts,2011-09-14,100.53,101.21,98.27,100.56,1602000,100.02
Boston Properties,BXP,Financials,Boston,Massachusetts,2011-09-08,103.84,104.72,103.13,103.55,1213200,102.99
Boston Properties,BXP,Financials,Boston,Massachusetts,2011-09-07,102.59,104.36,101.01,104.1,2091400,103.54
Boston Properties,BXP,Financials,Boston,Massachusetts,2011-09-06,98.37,102.69,98.35,101.77,1386600,101.22
Boston Properties,BXP,Financials,Boston,Massachusetts,2011-09-02,99.91,102.45,99.91,101.25,1035800,100.71
Boston Properties,BXP,Financials,Boston,Massachusetts,2011-09-01,104.32,104.51,102.06,102.44,963900,101.89
Boston Properties,BXP,Financials,Boston,Massachusetts,2011-08-31,103.9,104.58,102.67,104.29,1577100,103.73
Boston Properties,BXP,Financials,Boston,Massachusetts,2011-08-30,103.71,104.22,101.22,103.47,1062000,102.91
Boston Properties,BXP,Financials,Boston,Massachusetts,2011-08-29,101.85,103.73,101.12,103.64,1208800,103.08
Boston Properties,BXP,Financials,Boston,Massachusetts,2011-08-26,98.35,100.69,96.43,100.6,1068800,100.06
Boston Properties,BXP,Financials,Boston,Massachusetts,2011-08-24,100.38,101.79,98.94,101.12,1723800,100.58
